,Unnamed: 0,time,open,high,low,close,Volume,Volume MA,avg_high_low,avg_open_close,avg_open_close_high_low,bid_price_from_open,bid_price_from_avg_open_close,bid_price_from_avg_high_low,bid_price_from_avg_open_close_high_low,ask_price_from_open,ask_price_from_avg_open_close,ask_price_from_avg_high_low,ask_price_from_avg_open_close_high_low
348,348,2021-01-21T09:19:10Z,27244.45,27258.96,27241.16,27258.96,0.342736,0.199946899999998,27250.06,27251.7,27250.88,27235.75,27243.0,27241.36,27242.18,27253.15,27260.4,27258.76,27259.58
349,349,2021-01-21T09:19:11Z,27258.96,27264.06,27258.96,27264.06,0.109195,0.20513769999999795,27261.51,27261.51,27261.51,27250.26,27252.81,27252.81,27252.81,27267.66,27270.21,27270.21,27270.21
350,350,2021-01-21T09:19:12Z,27270.44,27278.35,27270.3,27278.35,0.477882,0.22692209999999802,27274.32,27274.39,27274.36,27261.74,27265.69,27265.62,27265.66,27279.14,27283.09,27283.02,27283.06
351,351,2021-01-21T09:19:13Z,27278.23,27278.35,27262.96,27278.33,0.010365,0.22354704999999794,27270.66,27278.28,27274.47,27269.53,27269.58,27261.96,27265.77,27286.93,27286.98,27279.36,27283.17
352,352,2021-01-21T09:19:14Z,27278.35,27284.79,27278.35,27283.75,0.018973,0.22282629999999792,27281.57,27281.05,27281.31,27269.65,27272.35,27272.87,27272.61,27287.05,27289.75,27290.27,27290.01
353,353,2021-01-21T09:19:15Z,27264.42,27267.92,27260.61,27267.92,0.200525,0.2320895999999979,27264.26,27266.17,27265.22,27255.72,27257.47,27255.56,27256.52,27273.12,27274.87,27272.96,27273.92
354,354,2021-01-21T09:19:16Z,27267.92,27267.92,27267.9,27267.91,0.020603,0.2321666999999979,27267.91,27267.92,27267.91,27259.22,27259.22,27259.21,27259.21,27276.62,27276.62,27276.61,27276.61
355,355,2021-01-21T09:19:17Z,27267.84,27274.95,27267.84,27274.95,0.01455,0.2317052499999979,27271.4,27271.4,27271.4,27259.14,27262.7,27262.7,27262.7,27276.54,27280.1,27280.1,27280.1
356,356,2021-01-21T09:19:18Z,27272.01,27272.01,27259.24,27269.89,0.011761,0.2318256999999979,27265.62,27270.95,27268.29,27263.31,27262.25,27256.92,27259.59,27280.71,27279.65,27274.32,27276.99
357,357,2021-01-21T09:19:19Z,27259.24,27261.28,27254.08,27261.28,0.878025,0.26231049999999795,27257.68,27260.26,27258.97,27250.54,27251.56,27248.98,27250.27,27267.94,27268.96,27266.38,27267.67
358,358,2021-01-21T09:19:20Z,27273.73,27273.73,27258.62,27258.62,0.013133,0.2628447499999979,27266.18,27266.18,27266.18,27265.03,27257.48,27257.48,27257.48,27282.43,27274.88,27274.88,27274.88
359,359,2021-01-21T09:19:21Z,27273.73,27283.49,27273.73,27281.69,0.300841,0.267675699999998,27278.61,27277.71,27278.16,27265.03,27269.01,27269.91,27269.46,27282.43,27286.41,27287.31,27286.86
360,360,2021-01-21T09:19:22Z,27279.26,27279.81,27279.26,27279.81,0.004032,0.2539222499999979,27279.54,27279.54,27279.54,27270.56,27270.84,27270.84,27270.84,27287.96,27288.24,27288.24,27288.24
361,361,2021-01-21T09:19:23Z,27267.96,27280.94,27267.96,27280.94,0.007331999999999998,0.2208284499999979,27274.45,27274.45,27274.45,27259.26,27265.75,27265.75,27265.75,27276.66,27283.15,27283.15,27283.15
362,362,2021-01-21T09:19:24Z,27267.96,27267.97,27267.96,27267.97,0.002278,0.19488314999999792,27267.96,27267.96,27267.96,27259.26,27259.26,27259.26,27259.26,27276.66,27276.66,27276.66,27276.66
363,363,2021-01-21T09:19:25Z,27267.97,27277.66,27267.89,27276.47,0.040104,0.1483867999999979,27272.78,27272.22,27272.5,27259.27,27263.52,27264.08,27263.8,27276.67,27280.92,27281.48,27281.2
364,364,2021-01-21T09:19:26Z,27267.89,27276.45,27267.89,27276.44,0.006981,0.1413839999999979,27272.17,27272.16,27272.17,27259.19,27263.46,27263.47,27263.47,27276.59,27280.86,27280.87,27280.87
365,365,2021-01-21T09:19:27Z,27276.37,27279.82,27276.36,27279.82,0.388166,0.15556559999999792,27278.09,27278.1,27278.09,27267.67,27269.4,27269.39,27269.39,27285.07,27286.8,27286.79,27286.79
366,366,2021-01-21T09:19:28Z,27279.98,27287.27,27279.98,27287.27,0.187253,0.1595976999999979,27283.62,27283.62,27283.62,27271.28,27274.92,27274.92,27274.92,27288.68,27292.32,27292.32,27292.32
367,367,2021-01-21T09:19:29Z,27287.25,27287.27,27287.25,27287.27,0.012659,0.15236969999999792,27287.26,27287.26,27287.26,27278.55,27278.56,27278.56,27278.56,27295.95,27295.96,27295.96,27295.96
368,368,2021-01-21T09:19:30Z,27282.45,27287.36,27280.01,27280.01,0.014172,0.1359414999999979,27283.68,27281.23,27282.46,27273.75,27272.53,27274.98,27273.76,27291.15,27289.93,27292.38,27291.16
369,369,2021-01-21T09:19:31Z,27286.74,27287.61,27281.59,27287.61,0.015098,0.1312366499999979,27284.6,27287.18,27285.89,27278.04,27278.48,27275.9,27277.19,27295.44,27295.88,27293.3,27294.59
370,370,2021-01-21T09:19:32Z,27287.61,27288.05,27280.0,27288.03,0.209017,0.11779339999999792,27284.02,27287.82,27285.92,27278.91,27279.12,27275.32,27277.22,27296.31,27296.52,27292.72,27294.62
371,371,2021-01-21T09:19:33Z,27285.86,27285.86,27285.86,27285.86,0.00344,0.1174471499999979,27285.86,27285.86,27285.86,27277.16,27277.16,27277.16,27277.16,27294.56,27294.56,27294.56,27294.56
372,372,2021-01-21T09:19:34Z,27281.55,27288.05,27281.55,27283.67,0.108418,0.1219193999999979,27284.8,27282.61,27283.7,27272.85,27273.91,27276.1,27275.0,27290.25,27291.31,27293.5,27292.4
373,373,2021-01-21T09:19:35Z,27283.67,27288.05,27283.67,27288.05,0.054813,0.11463379999999793,27285.86,27285.86,27285.86,27274.97,27277.16,27277.16,27277.16,27292.37,27294.56,27294.56,27294.56
374,374,2021-01-21T09:19:36Z,27286.22,27286.22,27286.22,27286.22,0.00365,0.11378614999999792,27286.22,27286.22,27286.22,27277.52,27277.52,27277.52,27277.52,27294.92,27294.92,27294.92,27294.92
375,375,2021-01-21T09:19:37Z,27286.59,27292.78,27286.59,27292.78,0.024885,0.11430289999999793,27289.68,27289.68,27289.68,27277.89,27280.98,27280.98,27280.98,27295.29,27298.38,27298.38,27298.38
376,376,2021-01-21T09:19:38Z,27286.68,27292.79,27283.19,27292.76,0.105225,0.11897609999999792,27287.99,27289.72,27288.86,27277.98,27281.02,27279.29,27280.16,27295.38,27298.42,27296.69,27297.56
377,377,2021-01-21T09:19:39Z,27292.75,27292.79,27292.75,27292.79,0.042143,0.07718199999999792,27292.77,27292.77,27292.77,27284.05,27284.07,27284.07,27284.07,27301.45,27301.47,27301.47,27301.47
378,378,2021-01-21T09:19:40Z,27291.38,27292.64,27286.92,27288.05,0.009919,0.07702129999999792,27289.78,27289.72,27289.75,27282.68,27281.02,27281.08,27281.05,27300.08,27298.42,27298.48,27298.45
379,379,2021-01-21T09:19:41Z,27288.05,27297.91,27288.05,27297.91,0.060395,0.0649989999999979,27292.98,27292.98,27292.98,27279.35,27284.28,27284.28,27284.28,27296.75,27301.68,27301.68,27301.68
380,380,2021-01-21T09:19:42Z,27297.88,27299.87,27296.91,27299.87,0.200756,0.07483519999999791,27298.39,27298.88,27298.63,27289.18,27290.18,27289.69,27289.93,27306.58,27307.58,27307.09,27307.33
381,381,2021-01-21T09:19:43Z,27300.0,27309.67,27300.0,27309.67,0.13659200000000002,0.0812981999999979,27304.84,27304.84,27304.84,27291.3,27296.14,27296.14,27296.14,27308.7,27313.54,27313.54,27313.54
382,382,2021-01-21T09:19:44Z,27300.04,27309.67,27300.04,27300.06,0.018118,0.08209019999999792,27304.86,27300.05,27302.45,27291.34,27291.35,27296.16,27293.75,27308.74,27308.75,27313.56,27311.15
383,383,2021-01-21T09:19:45Z,27309.67,27318.36,27309.67,27318.36,0.034998,0.08183489999999792,27314.02,27314.02,27314.02,27300.97,27305.32,27305.32,27305.32,27318.37,27322.72,27322.72,27322.72
384,384,2021-01-21T09:19:46Z,27321.38,27322.85,27314.12,27322.85,0.057458,0.08435874999999793,27318.48,27322.12,27320.3,27312.68,27313.42,27309.78,27311.6,27330.08,27330.82,27327.18,27329.0
385,385,2021-01-21T09:19:47Z,27314.12,27322.85,27314.12,27322.85,0.019468,0.06592384999999792,27318.48,27318.48,27318.48,27305.42,27309.78,27309.78,27309.78,27322.82,27327.18,27327.18,27327.18
386,386,2021-01-21T09:19:48Z,27322.83,27322.83,27322.81,27322.81,0.012644,0.05719339999999794,27322.82,27322.82,27322.82,27314.13,27314.12,27314.12,27314.12,27331.53,27331.52,27331.52,27331.52
387,387,2021-01-21T09:19:49Z,27322.81,27322.85,27322.81,27322.85,0.077984,0.060459649999997936,27322.83,27322.83,27322.83,27314.11,27314.13,27314.13,27314.13,27331.51,27331.53,27331.53,27331.53
388,388,2021-01-21T09:19:50Z,27322.85,27322.85,27314.14,27315.86,0.40314,0.07990804999999794,27318.5,27319.36,27318.92,27314.15,27310.66,27309.8,27310.22,27331.55,27328.06,27327.2,27327.62
389,389,2021-01-21T09:19:51Z,27322.85,27322.85,27322.85,27322.85,0.281839,0.09324509999999794,27322.85,27322.85,27322.85,27314.15,27314.15,27314.15,27314.15,27331.55,27331.55,27331.55,27331.55
390,390,2021-01-21T09:19:52Z,27322.85,27334.65,27322.85,27334.65,0.054887,0.08553859999999794,27328.75,27328.75,27328.75,27314.15,27320.05,27320.05,27320.05,27331.55,27337.45,27337.45,27337.45
391,391,2021-01-21T09:19:53Z,27334.87,27334.98,27327.38,27334.98,0.097809,0.09025704999999792,27331.18,27334.92,27333.05,27326.17,27326.22,27322.48,27324.35,27343.57,27343.62,27339.88,27341.75
392,392,2021-01-21T09:19:54Z,27330.89,27334.98,27329.77,27334.98,0.181568,0.09391454999999793,27332.38,27332.94,27332.66,27322.19,27324.24,27323.68,27323.96,27339.59,27341.64,27341.08,27341.36
393,393,2021-01-21T09:19:55Z,27335.89,27343.42,27325.48,27325.48,0.265399,0.10444384999999794,27334.45,27330.68,27332.57,27327.19,27321.98,27325.75,27323.87,27344.59,27339.38,27343.15,27341.27
394,394,2021-01-21T09:19:56Z,27340.93,27343.4,27336.79,27342.05,0.019471,0.10523489999999794,27340.1,27341.49,27340.79,27332.23,27332.79,27331.4,27332.09,27349.63,27350.19,27348.8,27349.49
395,395,2021-01-21T09:19:57Z,27337.19,27344.36,27337.19,27344.36,0.021076,0.10504444999999793,27340.78,27340.78,27340.78,27328.49,27332.08,27332.08,27332.08,27345.89,27349.48,27349.48,27349.48
396,396,2021-01-21T09:19:58Z,27329.35,27345.72,27329.35,27345.72,0.031712,0.10136879999999797,27337.54,27337.54,27337.54,27320.65,27328.84,27328.84,27328.84,27338.05,27346.24,27346.24,27346.24
397,397,2021-01-21T09:19:59Z,27344.44,27344.44,27340.24,27340.24,0.01634,0.10007864999999794,27342.34,27342.34,27342.34,27335.74,27333.64,27333.64,27333.64,27353.14,27351.04,27351.04,27351.04
398,398,2021-01-21T09:20:00Z,27329.35,27332.71,27314.73,27319.61,1.161517,0.15765854999999793,27323.72,27324.48,27324.1,27320.65,27315.78,27315.02,27315.4,27338.05,27333.18,27332.42,27332.8
399,399,2021-01-21T09:20:01Z,27311.58,27320.02,27303.88,27316.08,0.21275700000000006,0.16527664999999792,27311.95,27313.83,27312.89,27302.88,27305.13,27303.25,27304.19,27320.28,27322.53,27320.65,27321.59
400,400,2021-01-21T09:20:02Z,27306.75,27313.59,27298.37,27298.37,0.360705,0.1732740999999979,27305.98,27302.56,27304.27,27298.05,27293.86,27297.28,27295.57,27315.45,27311.26,27314.68,27312.97
401,401,2021-01-21T09:20:03Z,27297.91,27297.91,27283.2,27290.85,0.051059,0.1689974499999979,27290.56,27294.38,27292.47,27289.21,27285.68,27281.86,27283.77,27306.61,27303.08,27299.26,27301.17
402,402,2021-01-21T09:20:04Z,27289.99,27296.3,27278.0,27296.15,0.303321,0.1832575999999979,27287.15,27293.07,27290.11,27281.29,27284.37,27278.45,27281.41,27298.69,27301.77,27295.85,27298.81
403,403,2021-01-21T09:20:05Z,27278.01,27296.14,27278.01,27296.12,0.116975,0.18735644999999795,27287.07,27287.06,27287.07,27269.31,27278.36,27278.37,27278.37,27286.71,27295.76,27295.77,27295.77
404,404,2021-01-21T09:20:06Z,27296.15,27296.15,27296.15,27296.15,0.012213,0.185094199999998,27296.15,27296.15,27296.15,27287.45,27287.45,27287.45,27287.45,27304.85,27304.85,27304.85,27304.85
405,405,2021-01-21T09:20:07Z,27297.15,27303.88,27297.15,27303.88,0.04644,0.18644279999999794,27300.52,27300.52,27300.52,27288.45,27291.82,27291.82,27291.82,27305.85,27309.22,27309.22,27309.22
406,406,2021-01-21T09:20:08Z,27303.88,27310.52,27303.88,27310.52,0.08026799999999999,0.18982399999999794,27307.2,27307.2,27307.2,27295.18,27298.5,27298.5,27298.5,27312.58,27315.9,27315.9,27315.9
407,407,2021-01-21T09:20:09Z,27319.61,27319.61,27319.61,27319.61,0.086663,0.19025794999999804,27319.61,27319.61,27319.61,27310.91,27310.91,27310.91,27310.91,27328.31,27328.31,27328.31,27328.31
408,408,2021-01-21T09:20:10Z,27319.61,27319.61,27319.61,27319.61,0.050042,0.17260304999999795,27319.61,27319.61,27319.61,27310.91,27310.91,27310.91,27310.91,27328.31,27328.31,27328.31,27328.31
409,409,2021-01-21T09:20:11Z,27319.61,27326.75,27319.61,27326.75,0.050512,0.16103669999999795,27323.18,27323.18,27323.18,27310.91,27314.48,27314.48,27314.48,27328.31,27331.88,27331.88,27331.88
410,410,2021-01-21T09:20:12Z,27337.01,27337.01,27337.01,27337.01,0.001459,0.15836529999999796,27337.01,27337.01,27337.01,27328.31,27328.31,27328.31,27328.31,27345.71,27345.71,27345.71,27345.71
411,411,2021-01-21T09:20:13Z,27334.53,27349.09,27334.53,27340.06,0.099622,0.15845594999999796,27341.81,27337.3,27339.55,27325.83,27328.6,27333.11,27330.85,27343.23,27346.0,27350.51,27348.25
412,412,2021-01-21T09:20:14Z,27340.18,27349.08,27340.17,27349.08,0.051223000000000005,0.15193869999999796,27344.62,27344.63,27344.63,27331.48,27335.93,27335.92,27335.93,27348.88,27353.33,27353.32,27353.33
413,413,2021-01-21T09:20:15Z,27349.07,27356.54,27335.69,27335.69,0.12034,0.14468574999999798,27346.12,27342.38,27344.25,27340.37,27333.68,27337.42,27335.55,27357.77,27351.08,27354.82,27352.95
414,414,2021-01-21T09:20:16Z,27356.5,27356.5,27356.49,27356.5,0.013403,0.14438234999999794,27356.5,27356.5,27356.5,27347.8,27347.8,27347.8,27347.8,27365.2,27365.2,27365.2,27365.2
415,415,2021-01-21T09:20:17Z,27356.53,27356.53,27350.0,27350.0,0.033231000000000004,0.14499009999999796,27353.26,27353.26,27353.26,27347.83,27344.56,27344.56,27344.56,27365.23,27361.96,27361.96,27361.96
416,416,2021-01-21T09:20:18Z,27356.52,27356.54,27350.0,27356.54,0.575815,0.17219524999999794,27353.27,27356.53,27354.9,27347.82,27347.83,27344.57,27346.2,27365.22,27365.23,27361.97,27363.6
417,417,2021-01-21T09:20:19Z,27350.0,27356.54,27350.0,27350.0,0.115394,0.17714794999999794,27353.27,27350.0,27351.64,27341.3,27341.3,27344.57,27342.94,27358.7,27358.7,27361.97,27360.34
418,418,2021-01-21T09:20:20Z,27356.54,27356.54,27350.0,27356.53,0.021276,0.12013589999999795,27353.27,27356.54,27354.9,27347.84,27347.84,27344.57,27346.2,27365.24,27365.24,27361.97,27363.6
419,419,2021-01-21T09:20:21Z,27356.01,27356.01,27351.23,27353.91,0.032052,0.11110064999999797,27353.62,27354.96,27354.29,27347.31,27346.26,27344.92,27345.59,27364.71,27363.66,27362.32,27362.99
420,420,2021-01-21T09:20:22Z,27351.37,27373.66,27351.37,27359.05,0.1466,0.10039539999999796,27362.52,27355.21,27358.86,27342.67,27346.51,27353.82,27350.16,27360.07,27363.91,27371.22,27367.56
421,421,2021-01-21T09:20:23Z,27359.65,27366.05,27359.65,27366.05,0.054070000000000014,0.10054594999999797,27362.85,27362.85,27362.85,27350.95,27354.15,27354.15,27354.15,27368.35,27371.55,27371.55,27371.55
422,422,2021-01-21T09:20:24Z,27367.05,27376.11,27367.05,27376.11,0.013799,0.08606984999999795,27371.58,27371.58,27371.58,27358.35,27362.88,27362.88,27362.88,27375.75,27380.28,27380.28,27380.28
423,423,2021-01-21T09:20:25Z,27376.11,27378.8,27376.11,27378.8,0.033245,0.08188334999999794,27377.46,27377.46,27377.46,27367.41,27368.76,27368.76,27368.76,27384.81,27386.16,27386.16,27386.16
424,424,2021-01-21T09:20:26Z,27382.35,27384.88,27380.52,27380.52,0.005601,0.08155274999999794,27382.7,27381.44,27382.07,27373.65,27372.74,27374.0,27373.37,27391.05,27390.14,27391.4,27390.77
425,425,2021-01-21T09:20:27Z,27384.88,27405.58,27375.02,27405.58,1.261123,0.14228689999999794,27390.3,27395.23,27392.77,27376.18,27386.53,27381.6,27384.07,27393.58,27403.93,27399.0,27401.47
426,426,2021-01-21T09:20:28Z,27394.97,27417.61,27394.97,27408.24,0.172259,0.14688644999999795,27406.29,27401.61,27403.95,27386.27,27392.91,27397.59,27395.25,27403.67,27410.31,27414.99,27412.65
427,427,2021-01-21T09:20:29Z,27395.06,27417.57,27392.17,27392.17,0.113535,0.14823004999999795,27404.87,27393.62,27399.24,27386.36,27384.92,27396.17,27390.54,27403.76,27402.32,27413.57,27407.94
428,428,2021-01-21T09:20:30Z,27392.17,27414.96,27384.74,27395.28,1.113708,0.20141334999999794,27399.85,27393.72,27396.79,27383.47,27385.02,27391.15,27388.09,27400.87,27402.42,27408.55,27405.49
429,429,2021-01-21T09:20:31Z,27406.07,27411.78,27403.68,27411.78,0.016447999999999997,0.19971014999999795,27407.73,27408.92,27408.33,27397.37,27400.22,27399.03,27399.63,27414.77,27417.62,27416.43,27417.03
430,430,2021-01-21T09:20:32Z,27393.51,27418.9,27393.51,27401.27,0.073076,0.20329099999999795,27406.2,27397.39,27401.8,27384.81,27388.69,27397.5,27393.1,27402.21,27406.09,27414.9,27410.5
431,431,2021-01-21T09:20:33Z,27398.49,27402.97,27398.49,27402.97,0.053759,0.20099784999999795,27400.73,27400.73,27400.73,27389.79,27392.03,27392.03,27392.03,27407.19,27409.43,27409.43,27409.43
432,432,2021-01-21T09:20:34Z,27395.57,27406.97,27393.65,27406.97,0.765402,0.23670679999999802,27400.31,27401.27,27400.79,27386.87,27392.57,27391.61,27392.09,27404.27,27409.97,27409.01,27409.49
433,433,2021-01-21T09:20:35Z,27407.97,27411.91,27407.97,27411.91,0.029602,0.232169899999998,27409.94,27409.94,27409.94,27399.27,27401.24,27401.24,27401.24,27416.67,27418.64,27418.64,27418.64
434,434,2021-01-21T09:20:36Z,27411.84,27411.84,27401.59,27401.59,0.008433,0.23192139999999803,27406.72,27406.72,27406.72,27403.14,27398.02,27398.02,27398.02,27420.54,27415.42,27415.42,27415.42
435,435,2021-01-21T09:20:37Z,27418.95,27423.29,27418.95,27423.06,0.016659999999999998,0.23109284999999802,27421.12,27421.0,27421.06,27410.25,27412.3,27412.42,27412.36,27427.65,27429.7,27429.82,27429.76
436,436,2021-01-21T09:20:38Z,27423.03,27423.03,27404.17,27404.17,0.058779,0.20524104999999804,27413.6,27413.6,27413.6,27414.33,27404.9,27404.9,27404.9,27431.73,27422.3,27422.3,27422.3
437,437,2021-01-21T09:20:39Z,27421.62,27423.01,27409.18,27409.18,0.008341,0.19988839999999802,27416.1,27415.4,27415.75,27412.92,27406.7,27407.4,27407.05,27430.32,27424.1,27424.8,27424.45
438,438,2021-01-21T09:20:40Z,27423.0,27423.29,27405.39,27405.39,0.080966,0.20287289999999802,27414.34,27414.2,27414.27,27414.3,27405.5,27405.64,27405.57,27431.7,27422.9,27423.04,27422.97
439,439,2021-01-21T09:20:41Z,27406.85,27419.01,27400.01,27415.42,0.338602,0.21820039999999802,27409.51,27411.14,27410.32,27398.15,27402.44,27400.81,27401.62,27415.55,27419.84,27418.21,27419.02
440,440,2021-01-21T09:20:42Z,27400.02,27413.63,27400.02,27413.63,0.028037,0.21227224999999803,27406.82,27406.82,27406.82,27391.32,27398.12,27398.12,27398.12,27408.72,27415.52,27415.52,27415.52
441,441,2021-01-21T09:20:43Z,27402.52,27412.38,27374.74,27374.74,5.240057,0.4715715999999979,27393.56,27388.63,27391.1,27393.82,27379.93,27384.86,27382.4,27411.22,27397.33,27402.26,27399.8
442,442,2021-01-21T09:20:44Z,27392.73,27396.77,27392.73,27396.77,0.031652,0.4724642499999978,27394.75,27394.75,27394.75,27384.03,27386.05,27386.05,27386.05,27401.43,27403.45,27403.45,27403.45
443,443,2021-01-21T09:20:45Z,27394.12,27394.12,27374.97,27382.67,0.017098,0.4716568999999978,27384.54,27388.39,27386.47,27385.42,27379.69,27375.84,27377.77,27402.82,27397.09,27393.24,27395.17
444,444,2021-01-21T09:20:46Z,27386.53,27398.12,27386.53,27398.12,0.047421,0.4737478999999978,27392.32,27392.32,27392.32,27377.83,27383.62,27383.62,27383.62,27395.23,27401.02,27401.02,27401.02
445,445,2021-01-21T09:20:47Z,27396.52,27396.54,27396.52,27396.54,0.15343099999999998,0.4183632999999978,27396.53,27396.53,27396.53,27387.82,27387.83,27387.83,27387.83,27405.22,27405.23,27405.23,27405.23
446,446,2021-01-21T09:20:48Z,27395.07,27395.07,27392.16,27392.16,0.0044740000000000005,0.4099740499999978,27393.62,27393.62,27393.62,27386.37,27384.92,27384.92,27384.92,27403.77,27402.32,27402.32,27402.32
447,447,2021-01-21T09:20:50Z,27396.42,27396.42,27369.85,27369.85,0.925342,0.4505643999999978,27383.14,27383.14,27383.14,27387.72,27374.44,27374.44,27374.44,27405.12,27391.84,27391.84,27391.84
448,448,2021-01-21T09:20:51Z,27392.98,27396.42,27392.98,27393.48,0.026084,0.3961831999999978,27394.7,27393.23,27393.96,27384.28,27384.53,27386.0,27385.26,27401.68,27401.93,27403.4,27402.66
449,449,2021-01-21T09:20:52Z,27393.48,27406.18,27393.48,27406.18,0.06095,0.3984082999999978,27399.83,27399.83,27399.83,27384.78,27391.13,27391.13,27391.13,27402.18,27408.53,27408.53,27408.53
450,450,2021-01-21T09:20:53Z,27405.66,27405.66,27405.66,27405.66,0.0007639999999999999,0.3947926999999978,27405.66,27405.66,27405.66,27396.96,27396.96,27396.96,27396.96,27414.36,27414.36,27414.36,27414.36
451,451,2021-01-21T09:20:54Z,27393.63,27393.63,27393.59,27393.59,0.06147,0.3951782499999978,27393.61,27393.61,27393.61,27384.93,27384.91,27384.91,27384.91,27402.33,27402.31,27402.31,27402.31
452,452,2021-01-21T09:20:55Z,27393.59,27402.68,27393.59,27402.68,0.003646,0.3570904499999978,27398.14,27398.14,27398.14,27384.89,27389.44,27389.44,27389.44,27402.29,27406.84,27406.84,27406.84
453,453,2021-01-21T09:20:56Z,27391.99,27391.99,27380.0,27387.33,0.035304,0.3573755499999978,27386.0,27389.66,27387.83,27383.29,27380.96,27377.3,27379.13,27400.69,27398.36,27394.7,27396.53
454,454,2021-01-21T09:20:58Z,27381.37,27393.47,27381.37,27387.34,0.017696,0.3578386999999978,27387.42,27384.36,27385.89,27372.67,27375.66,27378.72,27377.19,27390.07,27393.06,27396.12,27394.59
455,455,2021-01-21T09:20:59Z,27381.38,27381.38,27381.38,27381.38,0.00317,0.3571641999999978,27381.38,27381.38,27381.38,27372.68,27372.68,27372.68,27372.68,27390.08,27390.08,27390.08,27390.08
456,456,2021-01-21T09:21:00Z,27388.64,27390.04,27388.64,27390.03,0.040215,0.3562359999999978,27389.34,27389.34,27389.34,27379.94,27380.64,27380.64,27380.64,27397.34,27398.04,27398.04,27398.04
457,457,2021-01-21T09:21:01Z,27393.45,27393.45,27393.45,27393.45,0.00394,0.3560159499999978,27393.45,27393.45,27393.45,27384.75,27384.75,27384.75,27384.75,27402.15,27402.15,27402.15,27402.15
458,458,2021-01-21T09:21:03Z,27393.46,27395.95,27393.46,27395.95,0.048658,0.35440054999999776,27394.7,27394.7,27394.7,27384.76,27386.0,27386.0,27386.0,27402.16,27403.4,27403.4,27403.4
459,459,2021-01-21T09:21:04Z,27396.44,27397.75,27395.08,27395.08,0.020561000000000003,0.33849849999999776,27396.42,27395.76,27396.09,27387.74,27387.06,27387.72,27387.39,27405.14,27404.46,27405.12,27404.79
460,460,2021-01-21T09:21:05Z,27392.95,27392.95,27390.85,27392.95,0.006636,0.33742844999999777,27391.9,27392.95,27392.42,27384.25,27384.25,27383.2,27383.72,27401.65,27401.65,27400.6,27401.12
461,461,2021-01-21T09:21:06Z,27392.95,27392.95,27392.95,27392.95,0.001821,0.07551664999999777,27392.95,27392.95,27392.95,27384.25,27384.25,27384.25,27384.25,27401.65,27401.65,27401.65,27401.65
462,462,2021-01-21T09:21:07Z,27390.0,27390.0,27380.0,27380.0,0.016307,0.07474939999999777,27385.0,27385.0,27385.0,27381.3,27376.3,27376.3,27376.3,27398.7,27393.7,27393.7,27393.7
463,463,2021-01-21T09:21:08Z,27392.91,27395.86,27366.86,27366.86,0.535663,0.10067764999999776,27381.36,27379.88,27380.62,27384.21,27371.18,27372.66,27371.92,27401.61,27388.58,27390.06,27389.32
464,464,2021-01-21T09:21:09Z,27354.79,27375.28,27350.21,27350.22,0.932346,0.14492389999999775,27362.74,27352.5,27357.62,27346.09,27343.8,27354.04,27348.92,27363.49,27361.2,27371.44,27366.32
465,465,2021-01-21T09:21:10Z,27350.0,27350.22,27346.42,27346.42,0.23241,0.14887284999999778,27348.32,27348.21,27348.26,27341.3,27339.51,27339.62,27339.56,27358.7,27356.91,27357.02,27356.96
466,466,2021-01-21T09:21:11Z,27335.7,27335.71,27335.21,27335.71,0.025763,0.14993729999999778,27335.46,27335.7,27335.58,27327.0,27327.0,27326.76,27326.88,27344.4,27344.4,27344.16,27344.28
467,467,2021-01-21T09:21:12Z,27335.21,27335.21,27331.5,27331.5,0.289441,0.11814224999999776,27333.36,27333.36,27333.36,27326.51,27324.66,27324.66,27324.66,27343.91,27342.06,27342.06,27342.06
468,468,2021-01-21T09:21:13Z,27331.2,27331.2,27325.33,27325.33,0.049626,0.11931934999999776,27328.26,27328.26,27328.26,27322.5,27319.56,27319.56,27319.56,27339.9,27336.96,27336.96,27336.96
469,469,2021-01-21T09:21:14Z,27320.03,27320.03,27316.89,27316.89,0.5837,0.14545684999999778,27318.46,27318.46,27318.46,27311.33,27309.76,27309.76,27309.76,27328.73,27327.16,27327.16,27327.16
470,470,2021-01-21T09:21:15Z,27316.88,27359.12,27305.97,27359.12,2.4157450000000003,0.2662058999999978,27332.54,27338.0,27335.27,27308.18,27329.3,27323.84,27326.57,27325.58,27346.7,27341.24,27343.97
471,471,2021-01-21T09:21:16Z,27305.65,27356.69,27305.65,27331.94,0.096642,0.2679644999999978,27331.17,27318.8,27324.98,27296.95,27310.1,27322.47,27316.28,27314.35,27327.5,27339.87,27333.68
472,472,2021-01-21T09:21:17Z,27341.37,27345.55,27341.37,27345.55,0.004529,0.2680086499999977,27343.46,27343.46,27343.46,27332.67,27334.76,27334.76,27334.76,27350.07,27352.16,27352.16,27352.16
473,473,2021-01-21T09:21:18Z,27348.04,27357.4,27348.04,27357.4,0.105848,0.2715358499999977,27352.72,27352.72,27352.72,27339.34,27344.02,27344.02,27344.02,27356.74,27361.42,27361.42,27361.42
474,474,2021-01-21T09:21:20Z,27369.84,27386.53,27369.84,27386.53,0.515931,0.29644759999999776,27378.18,27378.18,27378.18,27361.14,27369.48,27369.48,27369.48,27378.54,27386.88,27386.88,27386.88
